;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Cliente549;Producto11;Producto18;Producto17;Producto9;Producto7;Producto12;Producto1;Producto20;Producto13;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente630;Producto4;Producto13;Producto17;Producto16;Producto3;Producto12;Producto2;Producto15;Producto7;Producto9;Producto10;NA;NA;NA;NA;NA;NA;NA;NA
Cliente933;Producto11;Producto12;Producto10;Producto5;Producto7;Producto15;Producto3;Producto4;Producto14;Producto13;Producto19;Producto17;Producto2;NA;NA;NA;NA;NA;NA
Cliente13;Producto2;Producto18;Producto4;Producto9;Producto20;Producto7;Producto8;Producto1;Producto11;Producto12;Producto17;Producto14;Producto16;Producto5;NA;NA;NA;NA;NA
Cliente370;Producto2;Producto20;Producto1;Producto11;Producto4;Producto7;Producto3;Producto16;Producto18;Producto14;Producto5;Producto12;Producto8;Producto13;Producto15;Producto9;Producto19;NA;NA
Cliente672;Producto3;Producto5;Producto2;Producto10;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente874;Producto20;Producto12;Producto5;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente492;Producto10;Producto6;Producto7;Producto18;Producto19;Producto4;Producto12;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente151;Producto19;Producto4;Producto5;Producto14;Producto18;Producto6;Producto7;Producto3;Producto2;Producto16;Producto11;Producto13;Producto1;Producto20;Producto8;Producto17;Producto9;Producto10;Producto12
Cliente332;Producto17;Producto11;Producto5;Producto6;Producto12;Producto20;Producto16;Producto2;Producto15;Producto18;Producto9;Producto13;Producto7;Producto10;NA;NA;NA;NA;NA
Cliente343;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente737;Producto6;Producto4;Producto10;Producto13;Producto7;Producto2;Producto18;Producto14;Producto17;Producto8;Producto3;Producto1;Producto11;Producto19;Producto16;NA;NA;NA;NA
Cliente256;Producto20;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente245;Producto10;Producto12;Producto18;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente486;Producto7;Producto14;Producto3;Producto12;Producto4;Producto6;Producto9;Producto11;Producto2;Producto5;Producto13;Producto16;Producto19;Producto18;Producto1;Producto10;Producto20;Producto17;NA
Cliente282;Producto17;Producto12;Producto2;Producto1;Producto5;Producto4;Producto11;Producto18;Producto9;Producto10;Producto15;Producto14;Producto7;Producto8;Producto3;Producto6;Producto19;Producto16;NA
Cliente208;Producto17;Producto19;Producto11;Producto8;Producto5;Producto9;Producto10;Producto12;Producto2;Producto18;Producto20;Producto4;Producto16;Producto3;Producto14;Producto13;Producto7;Producto15;NA
Cliente762;Producto12;Producto6;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente818;Producto17;Producto14;Producto6;Producto12;Producto4;Producto7;Producto1;Producto9;Producto13;Producto15;Producto10;Producto11;Producto19;Producto18;Producto16;Producto8;Producto5;Producto3;NA
Cliente984;Producto16;Producto7;Producto1;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente993;Producto1;Producto12;Producto2;Producto15;Producto16;Producto20;Producto3;Producto9;Producto19;Producto7;Producto8;Producto10;Producto5;Producto17;NA;NA;NA;NA;NA
Cliente515;Producto18;Producto20;Producto17;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente147;Producto13;Producto19;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente404;Producto6;Producto13;Producto17;Producto19;Producto18;Producto11;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente305;Producto11;Producto4;Producto12;Producto1;Producto14;Producto10;Producto6;Producto3;Producto9;Producto16;Producto19;Producto5;NA;NA;NA;NA;NA;NA;NA
Cliente317;Producto2;Producto14;Producto13;Producto16;Producto18;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente681;Producto12;Producto5;Producto6;Producto2;Producto18;Producto14;Producto20;Producto16;Producto17;Producto19;Producto13;Producto4;Producto7;Producto11;NA;NA;NA;NA;NA
Cliente149;Producto11;Producto6;Producto8;Producto10;Producto3;Producto2;Producto16;Producto7;Producto19;Producto13;Producto1;Producto12;Producto17;NA;NA;NA;NA;NA;NA
Cliente643;Producto18;Producto10;Producto11;Producto8;Producto4;Producto6;Producto5;Producto1;Producto7;Producto9;Producto3;NA;NA;NA;NA;NA;NA;NA;NA
Cliente75;Producto14;Producto11;Producto3;Producto2;Producto8;Producto1;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente367;Producto12;Producto10;Producto9;Producto17;Producto6;Producto4;Producto11;Producto1;Producto16;Producto13;Producto7;Producto5;Producto8;Producto15;Producto18;Producto19;Producto3;NA;NA
Cliente948;Producto6;Producto17;Producto11;Producto4;Producto15;Producto9;Producto18;Producto10;Producto12;Producto3;Producto2;NA;NA;NA;NA;NA;NA;NA;NA
Cliente570;Producto10;Producto6;Producto3;Producto20;Producto1;Producto7;Producto16;Producto17;Producto19;Producto14;Producto9;Producto11;Producto15;Producto2;Producto4;NA;NA;NA;NA
Cliente712;Producto18;Producto6;Producto9;Producto15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente27;Producto18;Producto4;Producto19;Producto6;Producto2;Producto9;Producto10;Producto5;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente577;Producto20;Producto7;Producto19;Producto15;Producto12;Producto5;Producto4;Producto11;Producto2;Producto9;Producto6;Producto16;Producto14;NA;NA;NA;NA;NA;NA
Cliente932;Producto3;Producto11;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente154;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente890;Producto3;Producto6;Producto13;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente374;Producto1;Producto7;Producto2;Producto10;Producto17;Producto3;Producto15;Producto13;Producto9;Producto4;Producto20;Producto16;Producto18;Producto11;NA;NA;NA;NA;NA
Cliente64;Producto11;Producto19;Producto15;Producto10;Producto8;Producto6;Producto18;Producto9;Producto13;Producto7;Producto20;Producto17;Producto5;Producto4;NA;NA;NA;NA;NA
Cliente380;Producto4;Producto17;Producto13;Producto7;Producto11;Producto6;Producto10;Producto20;Producto12;Producto2;Producto16;NA;NA;NA;NA;NA;NA;NA;NA
Cliente815;Producto10;Producto6;Producto2;Producto5;Producto15;Producto4;Producto19;Producto13;Producto20;Producto7;Producto8;Producto12;NA;NA;NA;NA;NA;NA;NA
Cliente748;Producto3;Producto1;Producto18;Producto10;Producto20;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente792;Producto14;Producto11;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente328;Producto11;Producto13;Producto4;Producto10;Producto18;Producto3;Producto12;Producto5;Producto14;Producto16;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente66;Producto2;Producto12;Producto8;Producto11;Producto5;Producto18;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente560;Producto10;Producto9;Producto11;Producto16;Producto4;Producto6;Producto20;Producto3;Producto8;Producto18;Producto5;Producto13;Producto19;Producto2;NA;NA;NA;NA;NA
Cliente944;Producto4;Producto20;Producto3;Producto16;Producto14;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente152;Producto16;Producto12;Producto18;Producto9;Producto11;Producto3;Producto6;Producto7;Producto4;Producto10;Producto17;Producto19;Producto20;Producto1;Producto13;NA;NA;NA;NA
Cliente808;Producto18;Producto1;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente628;Producto2;Producto17;Producto20;Producto12;Producto8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente826;Producto16;Producto6;Producto10;Producto19;Producto4;Producto18;Producto20;Producto8;Producto12;Producto14;Producto11;Producto2;Producto3;Producto17;Producto15;Producto9;Producto13;Producto5;NA
Cliente94;Producto9;Producto18;Producto7;Producto6;Producto13;Producto8;Producto20;Producto5;Producto19;Producto17;Producto3;Producto1;Producto11;Producto10;NA;NA;NA;NA;NA
Cliente682;Producto18;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente355;Producto12;Producto11;Producto4;Producto13;Producto6;Producto17;Producto16;Producto19;Producto2;Producto3;Producto10;Producto5;Producto15;Producto8;Producto14;Producto9;Producto7;NA;NA
Cliente918;Producto1;Producto17;Producto2;Producto4;Producto5;Producto10;Producto12;Producto7;Producto6;Producto13;Producto18;Producto3;Producto14;NA;NA;NA;NA;NA;NA
Cliente538;Producto4;Producto6;Producto11;Producto18;Producto19;Producto17;Producto12;Producto2;Producto5;Producto20;Producto9;Producto10;Producto8;Producto13;Producto14;Producto3;Producto16;Producto15;Producto7
Cliente621;Producto5;Producto8;Producto2;Producto17;Producto14;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente817;Producto17;Producto6;Producto11;Producto12;Producto16;Producto1;Producto15;Producto9;Producto14;Producto4;Producto8;Producto18;Producto7;Producto20;Producto2;Producto19;NA;NA;NA
Cliente238;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente557;Producto17;Producto7;Producto13;Producto20;Producto1;Producto9;Producto12;Producto8;Producto3;Producto6;Producto18;Producto14;Producto4;Producto5;Producto11;Producto15;NA;NA;NA
Cliente976;Producto5;Producto15;Producto7;Producto4;Producto6;Producto13;Producto12;Producto2;Producto16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente596;Producto17;Producto13;Producto14;Producto10;Producto8;Producto6;Producto18;Producto3;Producto20;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente425;Producto10;Producto12;Producto8;Producto6;Producto1;Producto16;Producto20;Producto18;Producto3;Producto4;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente585;Producto2;Producto17;Producto13;Producto5;Producto1;Producto16;Producto4;Producto7;Producto9;Producto12;Producto11;Producto14;Producto3;Producto20;Producto10;Producto15;NA;NA;NA
Cliente348;Producto17;Producto1;Producto8;Producto6;Producto11;Producto12;Producto15;Producto13;Producto7;Producto5;Producto18;Producto9;Producto10;Producto4;Producto20;Producto14;Producto3;Producto16;NA
Cliente113;Producto3;Producto6;Producto11;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente255;Producto15;Producto12;Producto8;Producto6;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente109;Producto12;Producto17;Producto7;Producto10;Producto9;Producto1;Producto20;Producto11;Producto13;Producto6;Producto8;Producto16;Producto5;Producto3;Producto18;Producto4;Producto19;Producto15;NA
Cliente635;Producto6;Producto2;Producto1;Producto13;Producto17;Producto11;Producto14;Producto18;Producto10;Producto19;Producto20;Producto12;Producto7;Producto3;Producto4;Producto5;Producto8;Producto15;Producto16
Cliente445;Producto9;Producto1;Producto4;Producto7;Producto12;Producto10;Producto6;Producto17;Producto18;Producto11;Producto16;Producto20;Producto19;Producto8;Producto13;Producto15;NA;NA;NA
Cliente619;Producto4;Producto17;Producto6;Producto13;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente624;Producto2;Producto5;Producto3;Producto15;Producto1;Producto20;Producto13;Producto6;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente77;Producto5;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente750;Producto17;Producto16;Producto2;Producto18;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente53;Producto6;Producto11;Producto3;Producto8;Producto15;Producto14;Producto10;Producto12;Producto1;Producto4;Producto17;Producto19;Producto2;Producto18;Producto5;Producto20;Producto16;Producto7;NA
Cliente667;Producto17;Producto19;Producto14;Producto1;Producto11;Producto12;Producto9;Producto6;Producto7;Producto20;Producto18;Producto3;Producto4;Producto8;Producto16;Producto15;Producto5;Producto10;Producto13
Cliente209;Producto3;Producto18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente417;Producto5;Producto10;Producto11;Producto16;Producto7;Producto13;Producto6;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente5;Producto17;Producto14;Producto1;Producto8;Producto19;Producto13;Producto6;Producto20;Producto5;Producto4;Producto3;Producto9;Producto15;Producto11;Producto12;Producto7;Producto16;Producto18;NA
Cliente381;Producto5;Producto13;Producto1;Producto8;Producto18;Producto16;Producto4;Producto17;Producto9;Producto14;Producto6;Producto3;Producto10;Producto19;Producto15;Producto2;Producto7;NA;NA
Cliente218;Producto19;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente620;Producto5;Producto7;Producto19;Producto13;Producto15;Producto4;Producto2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente441;Producto16;Producto3;Producto20;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente612;Producto14;Producto5;Producto19;Producto11;Producto17;Producto4;Producto6;Producto18;Producto9;Producto10;Producto3;Producto8;Producto1;Producto2;Producto7;Producto13;Producto20;Producto12;NA
Cliente603;Producto5;Producto6;Producto10;Producto12;Producto20;Producto4;Producto14;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente829;Producto17;Producto9;Producto1;Producto4;Producto10;Producto11;Producto14;Producto18;Producto6;Producto19;Producto15;Producto12;Producto2;Producto8;Producto3;Producto5;Producto16;Producto7;Producto20
Cliente839;Producto5;Producto1;Producto12;Producto8;Producto3;Producto11;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente553;Producto17;Producto12;Producto7;Producto13;Producto1;Producto18;Producto14;Producto3;Producto6;Producto15;Producto8;Producto5;NA;NA;NA;NA;NA;NA;NA
Cliente733;Producto1;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente489;Producto17;Producto19;Producto9;Producto1;Producto11;Producto20;Producto8;Producto14;Producto4;Producto12;Producto18;Producto7;Producto10;Producto15;Producto13;Producto5;Producto3;Producto16;NA
Cliente525;Producto5;Producto16;Producto6;Producto1;Producto12;Producto11;Producto10;Producto3;Producto2;Producto8;Producto17;Producto18;Producto9;NA;NA;NA;NA;NA;NA
Cliente907;Producto6;Producto19;Producto11;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente657;Producto10;Producto6;Producto3;Producto20;Producto1;Producto7;Producto16;Producto17;Producto19;Producto14;Producto9;Producto11;Producto15;Producto2;Producto4;NA;NA;NA;NA
Cliente563;Producto3;Producto15;Producto7;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente449;Producto17;Producto19;Producto15;Producto13;Producto6;Producto14;Producto2;Producto20;Producto16;Producto18;Producto9;Producto7;NA;NA;NA;NA;NA;NA;NA
Cliente674;Producto18;Producto14;Producto12;Producto6;Producto2;Producto1;Producto10;Producto11;Producto17;Producto19;Producto3;NA;NA;NA;NA;NA;NA;NA;NA
Cliente276;Producto9;Producto14;Producto10;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente883;Producto3;Producto1;Producto15;Producto10;Producto7;Producto13;Producto18;Producto14;Producto2;Producto6;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente773;Producto2;Producto12;Producto6;Producto14;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente413;Producto12;Producto2;Producto1;Producto11;Producto4;Producto6;Producto5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente531;Producto13;Producto17;Producto1;Producto15;Producto14;Producto7;Producto4;Producto19;Producto10;Producto3;Producto20;Producto8;Producto9;Producto16;NA;NA;NA;NA;NA
Cliente771;Producto6;Producto13;Producto10;Producto19;Producto5;Producto18;Producto15;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente983;Producto9;Producto4;Producto19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente925;Producto3;Producto20;Producto11;Producto16;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente302;Producto7;Producto17;Producto18;Producto20;Producto14;Producto9;Producto12;Producto1;Producto4;Producto19;Producto6;Producto10;Producto5;Producto8;Producto3;NA;NA;NA;NA
Cliente264;Producto11;Producto19;Producto9;Producto10;Producto4;Producto1;Producto12;Producto2;Producto6;Producto3;Producto15;Producto14;Producto5;Producto7;NA;NA;NA;NA;NA
Cliente181;Producto1;Producto6;Producto4;Producto19;Producto14;Producto17;Producto13;Producto8;Producto7;Producto12;Producto18;Producto15;Producto16;Producto2;Producto11;Producto3;Producto5;NA;NA
Cliente51;Producto7;Producto16;Producto3;Producto2;Producto5;Producto10;Producto17;Producto1;Producto14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente137;Producto8;Producto16;Producto18;Producto13;Producto12;Producto4;Producto9;Producto20;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente17;Producto9;Producto11;Producto5;Producto7;Producto6;Producto2;Producto1;Producto15;Producto16;Producto18;Producto20;Producto13;Producto8;Producto12;NA;NA;NA;NA;NA
Cliente920;Producto13;Producto10;Producto17;Producto1;Producto2;Producto3;Producto16;Producto4;Producto14;Producto6;Producto5;Producto9;Producto7;NA;NA;NA;NA;NA;NA
Cliente998;Producto13;Producto6;Producto1;Producto2;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente530;Producto8;Producto10;Producto6;Producto7;Producto1;Producto17;Producto19;Producto4;Producto14;Producto15;Producto11;NA;NA;NA;NA;NA;NA;NA;NA
Cliente306;Producto18;Producto14;Producto3;Producto10;Producto2;Producto8;Producto6;Producto19;Producto17;Producto15;Producto1;Producto4;Producto20;Producto12;NA;NA;NA;NA;NA
Cliente671;Producto2;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente176;Producto20;Producto18;Producto2;Producto5;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente510;Producto1;Producto19;Producto12;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente623;Producto1;Producto17;Producto15;Producto18;Producto2;Producto14;Producto10;Producto8;Producto9;Producto4;Producto12;Producto19;Producto5;Producto3;Producto16;Producto11;Producto7;Producto13;NA
Cliente291;Producto14;Producto5;Producto15;Producto2;Producto1;Producto12;Producto13;Producto16;Producto9;Producto20;Producto17;Producto10;Producto4;Producto19;NA;NA;NA;NA;NA
Cliente676;Producto1;Producto17;Producto18;Producto10;Producto6;Producto14;Producto11;Producto15;Producto13;Producto3;Producto20;Producto5;Producto19;Producto2;Producto8;Producto7;Producto9;Producto12;Producto16
Cliente985;Producto2;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente601;Producto2;Producto9;Producto16;Producto13;Producto3;Producto18;Producto6;Producto7;Producto20;Producto8;Producto14;Producto10;Producto12;Producto19;Producto5;NA;NA;NA;NA
Cliente761;Producto2;Producto4;Producto14;Producto8;Producto6;Producto19;Producto16;Producto7;Producto15;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente831;Producto16;Producto1;Producto12;Producto7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente38;Producto9;Producto14;Producto18;Producto15;Producto17;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente309;Producto1;Producto19;Producto5;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente390;Producto8;Producto4;Producto18;Producto7;Producto17;Producto12;Producto2;Producto15;Producto16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente607;Producto10;Producto5;Producto17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente535;Producto18;Producto13;Producto11;Producto16;Producto4;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente433;Producto2;Producto6;Producto15;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente79;Producto4;Producto14;Producto5;Producto13;Producto2;Producto1;Producto7;Producto10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente464;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente658;Producto12;Producto13;Producto4;Producto9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente163;Producto11;Producto17;Producto1;Producto8;Producto9;Producto3;Producto5;Producto6;Producto18;Producto19;Producto20;Producto14;Producto7;Producto12;NA;NA;NA;NA;NA
Cliente485;Producto10;Producto8;Producto13;Producto9;Producto12;Producto3;Producto11;Producto16;Producto18;Producto20;Producto14;Producto17;Producto2;Producto7;NA;NA;NA;NA;NA
Cliente991;Producto19;Producto10;Producto20;Producto18;Producto9;Producto12;Producto11;Producto4;Producto5;Producto15;Producto16;Producto17;Producto13;Producto2;Producto8;NA;NA;NA;NA
Cliente458;Producto14;Producto2;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente816;Producto1;Producto14;Producto6;Producto17;Producto9;Producto10;Producto11;Producto15;Producto2;Producto13;Producto20;Producto19;Producto7;Producto12;Producto3;Producto16;Producto5;Producto8;NA
Cliente490;Producto7;Producto18;Producto11;Producto9;Producto1;Producto6;Producto13;Producto8;Producto12;Producto4;Producto5;Producto20;Producto16;Producto15;NA;NA;NA;NA;NA
Cliente742;Producto11;Producto19;Producto9;Producto10;Producto4;Producto1;Producto12;Producto2;Producto6;Producto3;Producto15;Producto14;Producto5;Producto7;NA;NA;NA;NA;NA
Cliente479;Producto16;Producto6;Producto15;Producto19;Producto2;Producto10;Producto20;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente889;Producto12;Producto4;Producto8;Producto17;Producto19;Producto9;Producto6;Producto13;Producto7;Producto3;Producto18;Producto2;Producto14;Producto11;NA;NA;NA;NA;NA
Cliente698;Producto11;Producto6;Producto9;Producto14;Producto10;Producto18;Producto13;Producto20;Producto5;Producto3;Producto12;Producto19;Producto7;Producto8;NA;NA;NA;NA;NA
Cliente339;Producto18;Producto13;Producto16;Producto3;Producto1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente10;Producto5;Producto9;Producto4;Producto2;Producto12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente493;Producto3;Producto12;Producto4;Producto1;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente972;Producto16;Producto18;Producto9;Producto1;Producto14;Producto12;Producto10;Producto20;Producto13;Producto5;Producto4;NA;NA;NA;NA;NA;NA;NA;NA
Cliente429;Producto4;Producto2;Producto6;Producto17;Producto15;Producto19;Producto5;Producto11;Producto14;Producto12;Producto20;Producto1;Producto16;Producto13;Producto10;NA;NA;NA;NA
Cliente1000;Producto12;Producto11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente769;Producto2;Producto17;Producto7;Producto12;Producto3;Producto18;Producto11;Producto1;Producto5;Producto14;Producto15;Producto6;Producto9;Producto8;Producto16;Producto10;NA;NA;NA
Cliente410;Producto6;Producto4;Producto8;Producto1;Producto17;Producto10;Producto15;Producto20;Producto18;Producto12;Producto19;Producto16;Producto3;Producto2;Producto14;Producto7;Producto5;NA;NA
Cliente382;Producto5;Producto2;Producto6;Producto4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente774;Producto10;Producto14;Producto16;Producto2;Producto1;Producto9;Producto20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente457;Producto10;Producto6;Producto3;Producto20;Producto19;Producto18;Producto14;Producto11;Producto7;Producto12;Producto4;Producto1;Producto17;Producto15;NA;NA;NA;NA;NA
Cliente107;Producto19;Producto13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cliente504;Producto2;Producto19;Producto11;Producto4;Producto6;Producto13;Producto1;Producto10;Producto18;Producto3;Producto5;Producto9;Producto14;Producto16;Producto20;Producto8;Producto7;Producto12;Producto15
